html_filename,image1,image2,image3,image4,product_title,short_description,price,Model,CPU,Flash,DDR,2.4G Frequency,2.4G WIFI Protocol,Data Rate,4G Antenna,2.4G WIFI antenna,SSID Hidden,Maxi end users access,TX power,WAN,LAN,SIM Card,Water-Proof Level,DC,POE,Reset,LED indicator,Power consumption,Size,Working Environment,"LTE Frequency Bands
cudy-wr2100-ac2100-dual-band-wi-fi-router.html,https://www.neostore.com.np/assets/uploads/WR2100.jpg,https://www.neostore.com.np/assets/uploads/WR2100_2.jpg,https://www.neostore.com.np/assets/uploads/WR2100_3.jpg,https://www.neostore.com.np/assets/uploads/WR2100.jpg,Cudy WR2100 AC2100 Dual Band Wi-Fi Router,"● Up to 1733Mbps Wi-Fi Speed on 5GHz
● Up to 300Mbps Wi-Fi Speed on 2.4GHz
● Dual-Core CPU ensures high speed network operation
● Gigabit ports provide fast, stable connections
● High gain antennas provide excellent signal strength
● VPN clients help establish secure connections
● Dynamic DNS facilitates router's remote management","Current Price: Rs.8,730, Original Price: Rs.9,190",,,16MB,128MB,,,,,,,,,,,,,,,,,,,,,,,,,,2 year,,"   Concurrent Dual Band WiFi 2.4GHz provides extremely long range, 5GHz reaches 1733Mbps, ideal for gaming and 4K streaming.Simple tasks like web browsing can be handled by the 2.4GHz band, while bandwidth intensive tasks like online gaming or HD video streaming can be processed by the 5GHz band at the same time.  2-IN-1 WiFi Router / Access Point When working in router mode, it can quickly establish a connection with the Internet through dial-up, so that all devices connected to it can enjoy high-speed networks. When working in the access point mode, usually a modem or router is required in front of it to dial and play the role of DHCP server, it only undertakes the role of data forwarding.  High-Performance CPU and Antennas Powerful Dual-Core CPU ensures smooth 4K UHD streaming to Smart TVs, mobile devices and gaming consoles without buffering. 4x5dBi High gain antennas boost the sensitivity of the WiFi router, create connections over greater distances, providing powerful penetration through walls.   Built-in VPN Clients With built-in PPTP / L2TP VPN Clients, this router can easily establish a connection to VPN Server to transport all your online data and traffic, securing it with its encryption at the same time. You can use this function to connect your home network with your work network or school network. You only need to configure the router once, and all the devices in the network can be connected. Greatly facilitate your work, study and life.  20+ DDNS Support When you apply for an Internet package from an operator, the operator will usually assign you an IP at random. A random and frequently changing IP cannot be used to remotely manage home networks and equipment. You can bind your home IP address to a custom domain name through the DDNS function. No matter how the IP changes, the domain name can point to your network, which makes remote management possible.  OpenWrt Ready 16MB Flash and 128MB DDR3 ensure the continuous operation of the operating system, makes the router runs faster and provides more possibilities for function expansion. And as bing built with such large flash and DDR, WR2100 makes it possible to install OpenWrt system. You can get related software from Cudy official website.   ",,1× 1000/100/10 Mbps WAN Port,4× Fixed Omni-Directional Antennas,,,IEEE 802.11ac/n/a 5 GHz,"5 GHz, 2.4 GHz","1733 Mbps (5 GHz), 300 Mbps (2.4 GHz)","CE: <20dBm(2.4 GHz), <23dBm(5.15 GHz~5.25 GHz)","Enable/Disable Wireless Radio, WMM",,"WPS Button, Reset Button",12 V / 1.5 A,Dynamic IP/Static IP/PPPoE,"Server, DHCP Client List, Address Reservation",Compatible with 15 more DDNS providers,2.4 GHz guest network × 1,"Port Forwarding, Port Triggering, UPnP, DMZ",,AC2100 Wi-Fi Router,"Microsoft Windows 98SE/NT/2000/XP/Vista™/7/8/8.1/10, MAC OS,
NetWare, UNIX or Linux",Dual-Core CPU,PPTP/L2TP/OpenVPN/WireGuard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parental Control,,204.8 x 137. 5 x 38. 3mm,WPA-PSK/WPA2-PSK,204.8 × 137. 5 × 38. 3 mm (Antenna not included),,,,,,,,,,,,,,,,,,,,,,,,,,
cudy-x6-ax1800-dual-band-smart-gigabit-wi-fi-6-mesh-router.html,https://www.neostore.com.np/assets/uploads/WR2100_21.jpg,https://www.neostore.com.np/assets/uploads/WR21001.jpg,https://www.neostore.com.np/assets/uploads/WR2100_31.jpg,https://www.neostore.com.np/assets/uploads/WR2100_21.jpg,Cudy X6 AX1800 Dual Band Smart Gigabit Wi-Fi 6 Mesh Router,"● Dual-Band Wi-Fi 6 Up to 1.8 Gbps
● Up to 1201Mbps Wi-Fi Speed on 5GHz
● Up to 574Mbps Wi-Fi Speed on 2.4GHz
● Dual-Core CPU ensures high-speed network operation
● Gigabit ports provide fast, stable connections
● High gain antennas provide excellent signal strength
● VPN clients help establish secure connections
● Dynamic DNS facilitates the router's remote management
● Support WPA3 Security","Current Price: Rs.9,215, Original Price: Rs.9,700",,,16MB,256MB,,,,,,,,,,,,,,,,,,,,,,,,,,2 Year,,"   1.5X Faster Speed Compared with Wi-Fi 5, Cudy AX1800 Wi-Fi 6 router brings a 90% speed boost on the 2.4GHz and 40% speed boost on 5GHz band. With such a significant speed increase, there will be no difference between WiFi connection and wired access, every application in the network will feel smoother.  Connect 60+ Devices Easily handle dozens of devices streaming and gaming at the same time with WiFi 6 OFDMA technology, enabling your Wi-Fi to connect more devices compared to Wi-Fi 5 router. Future-proofs your home or office networks by providing greater capacity to connect more devices, add more Wi-Fi devices will no longer means dragging down performance.  75% Lower Latency Deliver powerful, continuous Wi-Fi signal, achieving 1.5X larger capacity than standard AC Wi-Fi. OFDMA technology reduces lag by up to 75%, ensures ultra-responsive real-time gaming and smoother experience.  Boost Coverage What troubles you most when using a WiFi network? Limited coverage, unstable signals, and long-term buffering are the answers for most people. Equipped with an independent Front-End Module and four high-gain antennas, the Cudy AX1800 WiFi6 router effectively enhances the strength of the WiFi signal and greatly improves the WiFi coverage. At the same time, the beamforming technology makes WiFi no longer a headless fly, but can be accurately positioned in the direction of the WiFi device and transmits signals accurately and efficiently.  Minimize Interference Interference from your neighbors' wireless networks can cause issues with your wireless signal. Cudy BSS Color technology solves this problem very well. It marks frames from neighboring networks so that your router can recognize and ignore them. If you have ever lived in an apartment or close to your neighbors, this means that your router just became that much more efficient – no extra configuration required.  Backwards Compatible Fully unlock the potential of your Wi-Fi 6 devices and backward compatibility with existing 802.11 ac/a/ b/g/n devices. If you already have an iPhone 12, 11 or SE, Samsung Galaxy S10 or Note 10, OnePlus 8, Asus Chromebook Flip c436, Dell XPS 13 (2020), HP Spectre x360, Lenovo Yoga c940 or LG Gram 1, then cudy WiFi 6 router is your best option, while if you don't have a WiFi 6 device for now, Cudy X6 is also suitable for you, it is not only compatible with future-oriented WiFi 6 devices but also compatible with existing WiFi devices.  WPA3 Security The latest security enhancements-WPA3 provide more secure and individualized encryption in personal password safety, protecting your network from wireless hacking.  Increase Battery Life AX WiFi Target Wake Time intelligently schedules data transmission times to improve efficiency and help your devices conserve power.  Easy Setup & Management With the simple and intuitive web management interface, you can set up your router in minutes, and manage your WiFi at home. Very easy to use ",,1 × 1000/100/10 Mbps WAN Port,4 × Fixed Omni-Directional Antennas,,,IEEE 802.11ax/ac/n/a 5 GHz,"5 GHz, 2.4 GHz","1201Mbps (5GHz), 574Mbps (2.4GHz)","CE: <20dBm(2.4 GHz), <23dBm (5.15 GHz~5.25 GHz)","Enable/Disable Wireless Radio, WMM","WEP, WPA/WPA2, WPA-PSK/WPA2-PSK,WPA3","WPS Button, Reset Button",12 V/1 A,Dynamic IP/Static IP/PPPoE,"Server, DHCP Client List, Address Reservation",Compatible with 15 more DDNS providers,2.4GHz guest network × 1,"Port Forwarding, Port Triggering, UPnP, DMZ",,AX1800 Wi-Fi 6 Router,"Microsoft Windows 98SE/NT/2000/XP/Vista™/7/8/8.1/10, MAC OS,
NetWare, UNIX or Linux",Dual-Core CPU,PPTP/L2TP/OpenVPN/WireGuard/IPSec/Zerotier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parental Control,"205 × 138 × 38 mm
			8.06 × 5.41 × 1.51 inch
			(Antenna not included)",204.8 x 137. 5 x 38. 3mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digicom-dsl-wireless-n-router-300mbps-dg-j14.html,https://www.neostore.com.np/assets/uploads/DG-J14_2.jpg,https://www.neostore.com.np/assets/uploads/DG-J14.jpg,https://www.neostore.com.np/assets/uploads/DG-J14_2.jpg,https://www.neostore.com.np/assets/uploads/DG-J14.jpg,Digicom DSL Wireless-N Router 300Mbps DG-J14,"Incredible wireless high speed up to 300Mbps, great for faster downloading, Internet calling and HD video streaming MIMO high gain 5dBi antennas providing maximum range and stable connections Dual operation modes- Router, Bridge (pure access point) Various WAN connection types in AP Router mode- DHCP, Static IP, PPPoE, L2TP, PPTP, Dual Access, WISP Multiple wireless modes- AP, Repeater, AP+WDS, WDS, Client Multi-SSID providing up to 3 additional separate networks for guests and friends Easy wireless security setup at a push of the WPS button Intelligent bandwidth control to manage the bandwidth usage for each computer reasonably Internet Access Control- IP filtering, MAC Filtering, Domain Filtering based on time Quick setup, with built-in multilingual management page","Current Price: Rs.3,500, Original Price: Rs.3,690",DG-J14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Now browse, stream, listen and download with the incredible wireless high speed up to 300Mbps with Digicom DG-J14. with MIMO high gain 5dBi antennas providing maximum range and stability. Dual Operation Modes The Digicom DG-j14 comes with dual operation modes. Comes with Multiple wireless modes- Digicom DSL Wireless-N Router 300Mbps DG-J14 AP, Repeater, AP+WDS, WDS and client mode configurable according to the user's needs! Multiple SSIDs With DG-J14, the user can create up to 3 additional separate networks like for self-use, for guests, and for friends. Manage your bandwidth! Now manage your data with Intelligent bandwidth control to manage the bandwidth usage for each computer reasonably",,N/a,,,,,,2.4GHz,,,WPA-PSK/WPA2-PSk,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Digicom,2.4 GHz,4,1 Year,,,,,,,,,,,,,,,,,,,,,,
hikvision-300m-dual-antenna-wireless-router-ds-3wr3n.html,https://www.neostore.com.np/assets/uploads/DS-3WR3N.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR3N_3.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR3N_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR3N.jpg,Hikvision 300M Dual Antenna Wireless Router DS-3WR3N,5-dBi amplified antennas Dual antennas for maximum coverage Supports IPTV,"Current Price: Rs.2,135, Original Price: Rs.",DS-3WR3N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hikvision DS-3WR3N is developed by Hikvision, and featuring easy management and maintenance. It complies with IEEE802.11n, and delivers wireless speeds of up to 300Mbps, making it perfect for everyday web activities like email, chat, streaming videos, online gaming, and more. The DS3WR3N can also work as a client router to connect the ISP network wirelessly or uplink AP to share the Internet to every corner, eliminating the dead point.",,,,,,,,2.4GHz,,,"WPA-PSK/WPA2-PSK, WPA/WPA2",,,,,,,,,,,,,‎174.82 mm × 96.45 mm × 181.06 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hikvision,2.4 GHz,2,1 Year,"4 × RJ45, 10/100 Mbps auto-negotiation",,,,,,,,,,,,,,,,,,,,,
hikvision-4-antennas-ac1200-wireless-router-ds-3wr12c.html,https://www.neostore.com.np/assets/uploads/DS-3WR12C_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12C.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12C_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12C.jpg,Hikvision 4 Antennas AC1200 Wireless Router DS-3WR12C,Four 5-dBi amplified antennas Beamforming optimizes signal Dual band – Smart signal switching Broadband account synchronization,"Current Price: Rs.3,366, Original Price: Rs.",DS-3WR12C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DS-3WR12C is a dual-band Wi-Fi router designed by Hikvision. You can easily deploy, monitor and expand your home Wi-Fi network anytime and anywhere. DS3WR12C comes equipped with dual-band coverage, which can offer a smooth online game and 4K video experience. Powered with beamforming technology, DS-3WR12C ensures excellent high-speed Wi-Fi coverage in every corner at the home.",,,,,,,,2.4GHz and 5 GHz,,,WPA-PSK/WPA2-PSk,,,,,,,,,,,,,‎248.40 mm × 154.80 mm × 213.34 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hikvision,"2.4 GHz, 5 GHz",4,1 year,"4 × RJ45, 10/100 Mbps auto-negotiation",,,,,,,,,,,,,,,,,,,,,
hikvision-ac1200-gigabit-port-wireless-router-ds-3wr12gc.html,https://www.neostore.com.np/assets/uploads/DS-3WR12GC_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12GC.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12GC_2.jpg,https://www.neostore.com.np/assets/uploads/DS-3WR12GC.jpg,Hikvision AC1200 Gigabit Port Wireless Router DS-3WR12GC,Four 5-dBi amplified antennas Beamforming optimizes signal Beamforming optimizes signal Dual band – Smart signal switching Broadband account synchronization,"Current Price: Rs.4,378, Original Price: Rs.",DS-3WR12GC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hikvision DS-3WR12GC is a dual-band Wi-Fi router designed by Hikvision. You can easily deploy, monitor and expand your home Wi-Fi network anytime and anywhere. DS3WR12GC comes equipped with dual-band coverage, which can offer a smooth online game and 4K video experience. Powered with beamforming technology, DS3WR12GC ensures excellent high-speed Wi-Fi coverage in every corner at home.",,,,,,,,2.4GHz and 5GHz,,,"WPA-PSK, WPA2-PSK, WPA and WPA2 supported",,,,,,,,,,,,,248.40 mm × 154.80 mm × 213.34 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hikvision,"2.4 GHz, 5 GHz",4,1 Year,"1 x 10/100/1000Mbps WAN port
			3 x 10/100/1000Mbps LAN ports",,,,,,,,,,,,,,,,,,,,,
ruijie-reeye-wi-fi-5-1267mbps-wireless-all-in-one-business-router-rg-eg105gw-t-.html,https://www.neostore.com.np/assets/uploads/RG-EG105GW(T)1.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105GW(T)_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105GW(T)_31.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105GW(T)1.jpg,Ruijie Reeye Wi-Fi 5 1267Mbps Wireless All-in-One Business Router RG-EG105GW(T),"A professional wireless router for small size businesses. Easy to set up the whole network with all-in-one wireless router. Press button, Reyee Mesh networking done. Decent design, flexible installation on desktop and wall. Securely monitoring the NVR/IPC/internal server anytime from anywhere.","Current Price: Rs.18,920, Original Price: Rs.",RG-EG105GW(T),"Dual Cores, 880 MHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,," Small Size, Strong Ability A professional wireless router for small size businesses Secure Access Internal Device Remotely No matter dynamic or even private IP on router WAN port, securely monitoring the NVR/IPC/Internal server anytime from anywhere.  ",,5 x 10/100/1000 Base-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruiji Reyee,,,,,"802.11ac Wave2, 1267Mbps",Built-in Omni-directional,600Mbps,"2x2 @2.4 GHz, 2x2 @5 GHz","4, 10/100/1000 Base-T",150/80,DC 12V/1.5A,,,,,,,,,,,,,,
ruijie-reyee-rg-eg105g-p-v2-reyee-cloud-managed-poe-router.html,https://www.neostore.com.np/assets/uploads/RG-EG105G-P_V2_4.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105G-P_V2_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105G-P_V2_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG105G-P_V2.jpg,Ruijie Reyee RG-EG105G-P V2 Reyee Cloud Managed PoE Router,"User-friendly configuration and easy to use. High reliability and load balancing through WAN ports. Easy to block unwanted applications with automatically updating library. Customized portal page, what you see is what you get (WYSIWYG). Secure access to internal devices remotely.","Current Price: Rs.20,187, Original Price: Rs.",RG-EG105G-P V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,5 × 10/100/1000 Base-T,,,600Mbps,,2 × 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",128MB DDRIII,16MB Flash,100,802.3af/at on LAN1-4,0°C~40°C,206.5 mm × 108.5 mm × 28 mm,<60 W (with PoE Load),"CE, ROHS",,,,,,
ruijie-reyee-rg-eg105g-v2-reyee-cloud-managed-router.html,https://www.neostore.com.np/assets/uploads/rg-eg105g_v2.jpg,https://www.neostore.com.np/assets/uploads/rg-eg105g_v2_4.jpg,https://www.neostore.com.np/assets/uploads/rg-eg105g_v2_3.jpg,https://www.neostore.com.np/assets/uploads/rg-eg105g_v2_2.jpg,Ruijie Reyee RG-EG105G V2 Reyee Cloud Managed Router,"User-friendly configuration and easy to use. High reliability and load balancing through WAN ports. Easy to block unwanted applications with automatically updating library. Customized portal page, what you see is what you get (WYSIWYG). Secure access to internal devices remotely.","Current Price: Rs.17,081, Original Price: Rs.",RG-EG105G V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,5 × 10/100/1000 Base-T,,,600Mbps,,2 × 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",128MB DDRIII,16MB Flash,100,N/A,0°C~40°C,206.5 mm × 108.5 mm × 28 mm,<6W,"CE, ROHS",,,,,,
ruijie-reyee-rg-eg209gs-reyee-9-port-gigabit-cloud-managed-sfp-router.html,https://www.neostore.com.np/assets/uploads/RG-EG209GS_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EG209GS_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG209GS.jpg,https://www.neostore.com.np/assets/uploads/RG-EG209GS_3.jpg,Ruijie Reyee RG-EG209GS Reyee 9-Port Gigabit Cloud Managed SFP Router,"LAN/WAN switchable SFP port for adding optical fiber connectivity. User-friendly configuration and ease of use. Intelligent load balancing and link redundancy between multiple WAN ports. Efficient bandwidth management based on applications and users. Customized portal page, what you see is what you get (WYSIWYG).","Current Price: Rs.19,940, Original Price: Rs.",RG-EG209GS,"Dual Cores, 880 MHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,"8 x 10/100/1000 Base-T, 1 × 1GBase-X SFP",,,600Mbps,,4 × 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",256MB DDRIII,,200,N/A,0°C~40°C,202 mm x 108 mm x 28 mm,<18W,,,,,,,
ruijie-reyee-rg-eg210g-p-reyee-10-port-gigabit-cloud-managed-poe-router.html,https://www.neostore.com.np/assets/uploads/RG-EG210G-P_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EG210G-P_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG210G-P.jpg,https://www.neostore.com.np/assets/uploads/RG-EG210G-P_3.jpg,Ruijie Reyee RG-EG210G-P Reyee 10-Port Gigabit Cloud Managed PoE Router,"1Gbps performance, user-friendly configuration and easy to use. High reliability and load balancing through WAN ports. Easy to block unwanted applications with automatically updating library. Customized portal page, what you see is what you get (WYSIWYG). Secure access to internal devices remotely.","Current Price: Rs.29,892, Original Price: Rs.",RG-EG310GH-P-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,10 × 10/100/1000 Base-T,,,600Mbps,,4 × 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",256MB DDRIII,16MB Flash,,802.3af/at on LAN1-8,0°C~40°C,202 mm × 107 mm × 28 mm,<80 W (with PoE Load),"CE, ROHS",200,Desktop,,,,
ruijie-reyee-rg-eg305gh-p-e-reyee-5-port-high-performance-cloud-managed-poe-office-router.html,https://www.neostore.com.np/assets/uploads/RG-EG305GH-P-E_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG305GH-P-E_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EG305GH-P-E.jpg,https://www.neostore.com.np/assets/uploads/RG-EG305GH-P-E_2.jpg,"Ruijie Reyee RG-EG305GH-P-E, Reyee 5-Port High-Performance Cloud Managed PoE Office Router","1.5 Gbps throughput, high-performance VPN router for office networks Powerful VPN for branches and remote employees Traffic visualization and monitoring Efficient bandwidth management based on applications and users Multi-WAN, intelligent load balancing","Current Price: Rs.40,313, Original Price: Rs.",RG-EG305GH-P-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,5 x 10/100/1000 Base-T,,,1.5Gbps,,4 x 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",512 MB,256 MB,300,802.3af/at on LAN 0-3,0°C~40°C,202mm x 108mm x 28mm,≤ 80 W (With PoE full load),"CE, ROHS",,Desktop,,,,
ruijie-reyee-rg-eg310gh-p-e-reyee10-port-high-performance-cloud-managed-poe-office-router.html,https://www.neostore.com.np/assets/uploads/RG-EG310GH-P-E_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EG310GH-P-E_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EG310GH-P-E.jpg,https://www.neostore.com.np/assets/uploads/RG-EG310GH-P-E_3.jpg,"Ruijie Reyee RG-EG310GH-P-E, Reyee10-Port High-Performance Cloud Managed PoE Office Router","1.5 Gbps throughput, high-performance VPN router for office networks Powerful VPN for branches and remote employees Traffic visualization and monitoring Efficient bandwidth management based on applications and users Multi-WAN, intelligent load balancing","Current Price: Rs.48,458, Original Price: Rs.",RG-EG310GH-P-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruijie Reyee,,,,10 x 10/100/1000 Base-T,,,1.5Gbps,,4 x 10/100/1000 Base-T,,"100～240V AC, 50/60Hz",512 MB,256 MB,,802.3af/at on LAN 0-7,,202mm x 108mm x 28mm,≤ 130 W (With PoE full load),"CE, ROHS",350,Desktop,,,,
ruijie-reyee-rg-ew1200-1200m-dual-band-wireless-router.html,https://www.neostore.com.np/assets/uploads/RG-EW1200_3.jpg,https://www.neostore.com.np/assets/uploads/RG-EW1200_2.jpg,https://www.neostore.com.np/assets/uploads/RG-EW1200.jpg,https://www.neostore.com.np/assets/uploads/RG-EW1200_21.jpg,Ruijie Reyee RG-EW1200 1200M Dual-band Wireless Router,802.11ac wave2 Four omnidirectional antennas providing strong Wi-Fi signals Flexible solutions for your network through Reyee mesh Parental control and health mode 96 concurrent connections Easy network management at your fingertips with Reyee Router App,"Current Price: Rs.4,500, Original Price: Rs.",RG-EW1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Years,,"AC1200 is Ready for You Strong Signal Cover All Types of Floor Plan 4 omnidirectional antennas guarantee you efficient and stable connections Amazed by Reyee Mesh Build Up Flexible Multi-solutions for Your Network Good Helper for Your Family Management Concurrently Support Multiple Devices Connection Dual-Band integration together with the MU-MIMO technology offer low interference and fast speed internet to up to 96 terminals simultaneously. Take Control of Your Home Network at Fingertips Set up your home network in Reyee Router App in two minutes. More Life-time Free functions are waiting for you to Explore, Experience, Expect.",,"1 x 10/100 Base-T WAN Port, 3 x 10/100 Base-T LAN Ports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruiji Reyee,,,,,,4,,"2.4 GHz: 2×2
			5 GHz: 2×2",,24,DC 12V/0.6A,,,,,,,,,,,Wi-Fi 5 (802.11ac),"2.4 GHz: 300 Mbps
			5 GHz: 867 Mbps","2.4 GHz: 5 dBi
			5 GHz: 5 dBi",IPv6
